block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,max_write_buffer_number,min_write_buffer_number_to_merge,write_buffer_size,cost,time,status,seed
512,False,360000,zstd,1,1024,4,32,4,15,8,2,1073741824,-235802,0.1,SUCCESS,1
1024,False,240000,snappy,1,1024,2,-1,2,15,64,8,1073741824,-268851,0.1,SUCCESS,1
64,False,200000,snappy,1,1024,1024,16,3,15,2,16,1073741824,-255000,0.1,SUCCESS,1
1,False,80000,snappy,2,256,64,16,9,13,1,2,1073741824,-256469,0.1,SUCCESS,1
512,False,80000,snappy,1,1,2,4,10,13,4,16,1073741824,-271922,0.1,SUCCESS,1
32768,False,200000,lz4,2,1,1,128,10,8,16,1,1073741824,-170136,0.1,SUCCESS,1
512,False,120000,snappy,1,1024,2,-1,3,13,2,8,1073741824,-263717,0.1,SUCCESS,1
1024,False,240000,snappy,2,20,256,128,5,14,8,1,1073741824,-261754,0.1,SUCCESS,1
512,False,80000,snappy,1,2,1,1,10,13,4,16,1073741824,-264351,0.1,SUCCESS,1
2048,False,240000,lz4,1,1,2,-1,2,15,1,8,1073741824,-253310,0.1,SUCCESS,1
16,False,280000,snappy,1,1024,2,16,3,5,32,16,1073741824,-252006,0.1,SUCCESS,1
1024,False,360000,lz4,1,1024,2,32,2,15,32,32,1073741824,-260581,0.1,SUCCESS,1
256,False,160000,lz4,16,1024,8,2,10,13,128,1,131072,-27365,0.1,SUCCESS,1
1024,False,240000,snappy,1,1,2,1,2,15,1,32,1073741824,-261324,0.1,SUCCESS,1
4,True,280000,snappy,1,4,36,1,10,11,16,4,8,-494,0.1,SUCCESS,1
1024,False,400000,lz4,2,20,512,256,5,10,16,1,1073741824,-262172,0.1,SUCCESS,1
8,False,360000,snappy,1,20,2,8,3,9,32,2,536870912,-233019,0.1,SUCCESS,1
32,False,280000,zstd,2,512,1,-1,0,15,16,32,1073741824,-225408,0.1,SUCCESS,1
512,True,280000,lz4,64,0,1,32,9,11,1,8,256,-2047,0.1,SUCCESS,1
512,False,360000,snappy,1,1024,2,128,2,15,64,16,1073741824,-262019,0.1,SUCCESS,1
512,False,400000,snappy,1,20,256,32,5,12,128,1,536870912,-244735,0.1,SUCCESS,1
1,False,360000,zstd,1,4,64,4,10,15,8,32,1073741824,-222368,0.1,SUCCESS,1
1024,False,360000,lz4,2,256,36,256,10,11,8,32,1073741824,-264015,0.1,SUCCESS,1
1024,False,400000,snappy,1,20,1024,-1,10,6,1,16,1073741824,-259082,0.1,SUCCESS,1
1,False,40000,snappy,1,32,1024,128,10,6,8,2,1073741824,-262505,0.1,SUCCESS,1
512,False,80000,snappy,1,64,1,32,3,12,128,16,1073741824,-268935,0.1,SUCCESS,1
512,False,80000,snappy,1,64,2,128,3,12,2,8,1073741824,-263238,0.1,SUCCESS,1
1,False,80000,lz4,1,2,1,4,0,15,32,1,1073741824,-254945,0.1,SUCCESS,1
256,False,40000,snappy,1,32,1,32,5,11,1,16,1073741824,-265171,0.1,SUCCESS,1
512,False,120000,snappy,1,0,2,16,10,13,4,32,1073741824,-271159,0.1,SUCCESS,1
512,False,0,snappy,1,4,2,16,10,12,4,32,1073741824,-259598,0.1,SUCCESS,1
512,False,160000,snappy,1,1024,2,8,2,15,128,8,1073741824,-258475,0.1,SUCCESS,1
256,False,280000,lz4,1,16,2,32,8,8,32,16,1073741824,-260220,0.1,SUCCESS,1
512,False,280000,lz4,1,4,1,128,4,11,1,2,1073741824,-264560,0.1,SUCCESS,1
1,False,120000,lz4,2,256,32,256,0,10,4,2,1073741824,-250795,0.1,SUCCESS,1
4,False,120000,snappy,1,32,4,32,10,5,64,2,1073741824,-253653,0.1,SUCCESS,1
4,False,280000,snappy,1,16,512,128,7,5,8,16,1073741824,-261003,0.1,SUCCESS,1
256,False,400000,snappy,1,64,16,16,7,5,4,32,536870912,-237446,0.1,SUCCESS,1
512,False,80000,snappy,1,0,2,2,10,10,4,16,1073741824,-268541,0.1,SUCCESS,1
4096,False,0,lz4,2,0,8,-1,8,15,64,32,1073741824,-240709,0.1,SUCCESS,1
128,False,80000,lz4,1,1,2,2,10,13,32,16,1073741824,-261762,0.1,SUCCESS,1
256,False,240000,zstd,1,64,1,128,3,15,2,32,1073741824,-237832,0.1,SUCCESS,1
256,False,160000,lz4,1,0,2,2,10,10,4,8,1073741824,-265523,0.1,SUCCESS,1
512,False,80000,snappy,1,0,2,16,10,13,1,32,1073741824,-270598,0.1,SUCCESS,1
1024,False,240000,snappy,1,1,2,-1,2,15,1,32,1073741824,-275417,0.1,SUCCESS,1
512,False,120000,snappy,1,0,1,16,10,13,4,32,1073741824,-267254,0.1,SUCCESS,1
512,False,360000,snappy,1,1024,1,32,2,15,128,16,1073741824,-267326,0.1,SUCCESS,1
1,False,160000,lz4,1,2,1,16,0,15,128,1,1073741824,-257334,0.1,SUCCESS,1
